neighbourhood,month,year,count 
South Parkdale,January,2006,5
Roncesvalles,January,2006,9
High Park-Swansea,January,2006,4
High Park North,January,2006,5
Runnymede-Bloor West VillageJunction Area,January,2006,7
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,January,2006,5
Annex,January,2006,4
Casa Loma,January,2006,9
Yonge-St.Clair,January,2006,6
Rosedale-Moore Park,January,2006,4
Mount Pleasant East,January,2006,6
Yonge-Eglinton,January,2006,4
Forest Hill South,January,2006,8
Forest Hill North,January,2006,5
Lawrence Park South,January,2006,5
Mount Pleasant West,January,2006,5
Lawrence Park North,January,2006,5
Humewood-Cedarvale,January,2006,5
Oakwood Village,January,2006,8
Briar Hill-Belgravia,January,2006,10
Caledonia-Fairbank,January,2006,7
Keelesdale-Eglinton West,January,2006,7
Rockcliffe-Smythe,January,2006,6
Beechborough-Greenbrook,January,2006,6
Weston,January,2006,4
Lambton Baby Point,January,2006,8
Mount Dennis,January,2006,7
Steeles,January,2006,8
L'Amoreaux,January,2006,4
Tam O'Shanter-Sullivan,January,2006,5
Wexford/Maryvale,January,2006,10
Clairlea-Birchmount,January,2006,6
Oakridge,January,2006,6
Birchcliffe-Cliffside,January,2006,6
Cliffcrest,January,2006,8
Kennedy Park,January,2006,6
Ionview,January,2006,9
Dorset Park,January,2006,8
Bendale,January,2006,6
Agincourt South-Malvern West,January,2006,5
Agincourt North,January,2006,6
Milliken,January,2006,10
Rouge,January,2006,10
Malvern,January,2006,5
Centennial Scarborough,January,2006,10
Highland Creek,January,2006,4
Morningside,January,2006,5
West Humber-Clairville,February,2006,5
Mount Olive-Silverstone-Jamestown,February,2006,5
Thistletown-Beaumond Heights,February,2006,6
Rexdale-Kipling,February,2006,8
Elms-Old Rexdale,February,2006,7
Kingsview Village-The Westway,February,2006,9
Willowridge-Martingrove-Richview,February,2006,9
Humber Heights-Westmount,February,2006,4
Edenbridge-Humber Valley,February,2006,4
Princess-Rosethorn,February,2006,5
Eringate-Centennial-West DeaneMarkland Wood,February,2006,4
Etobicoke West Mall,February,2006,6
Islington-City Centre West,February,2006,6
Kingsway South,February,2006,10
Stonegate-Queensway,February,2006,6
Mimico,February,2006,10
New Toronto,February,2006,4
Long Branch,February,2006,4
Alderwood,February,2006,8
Humber Summit,February,2006,4
Humbermede,February,2006,7
Pelmo Park-Humberlea,February,2006,6
Black Creek,February,2006,10
Glenfield-Jane Heights,February,2006,4
Downsview-Roding-CFB,February,2006,6
York University Heights,February,2006,6
Rustic,February,2006,9
Maple Leaf,February,2006,10
Brookhaven-Amesbury,February,2006,5
Yorkdale-Glen Park,February,2006,7
Englemount-Lawrence,February,2006,4
Clanton Park,February,2006,6
Bathurst Manor,February,2006,4
Westminster-Branson,February,2006,10
Newtonbrook West,February,2006,4
Willowdale West,February,2006,7
Lansing-Westgate,February,2006,7
Bedford Park-Nortown,February,2006,10
St.Andrew-Windfields,February,2006,4
Bridle Path-Sunnybrook-York Mills,February,2006,8
Banbury-Don Mills,February,2006,8
Victoria Village,February,2006,4
Flemingdon Park,February,2006,7
Parkwoods-Donalda,February,2006,5
Pleasant View,February,2006,5
Don Valley Village,February,2006,7
Hillcrest Village,February,2006,5
Bayview Woods-Steeles,February,2006,6
Newtonbrook East,February,2006,5
Willowdale East,February,2006,5
Bayview Village,February,2006,6
Henry Farm,February,2006,4
O'Connor-Parkview,February,2006,8
Thorncliffe Park,February,2006,7
Leaside-Bennington,February,2006,4
Broadview North,February,2006,10
Old East York,February,2006,9
Danforth-East York,February,2006,5
Woodbine-Lumsden,February,2006,5
Taylor-Massey,February,2006,4
East End-Danforth,February,2006,6
The Beaches,February,2006,10
Woodbine Corridor,February,2006,6
Greenwood-Coxwell,February,2006,4
Danforth,February,2006,5
Playter Estates-Danforth,February,2006,10
North Riverdale,February,2006,4
Blake-Jones,February,2006,6
South Riverdale,February,2006,8
Cabbagetown-South St.James Town,February,2006,7
Regent Park,February,2006,9
Moss Park,February,2006,9
North St.James Town,February,2006,9
Church-Yonge Corridor,February,2006,7
Bay Street Corridor,February,2006,9
Waterfront Communities-The Island,February,2006,7
Kensington-Chinatown,February,2006,9
University,February,2006,7
Palmerston-Little Italy,February,2006,9
Trinity-Bellwoods,February,2006,8
Niagara,February,2006,6
Dufferin Grove,February,2006,8
Little Portugal,February,2006,9
South Parkdale,February,2006,5
Roncesvalles,February,2006,9
High Park-Swansea,February,2006,8
High Park North,February,2006,7
Runnymede-Bloor West VillageJunction Area,February,2006,10
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,February,2006,10
Annex,February,2006,4
Casa Loma,February,2006,9
Yonge-St.Clair,February,2006,7
Rosedale-Moore Park,February,2006,10
Mount Pleasant East,February,2006,5
Yonge-Eglinton,February,2006,4
Forest Hill South,February,2006,10
Forest Hill North,February,2006,7
Lawrence Park South,February,2006,4
Mount Pleasant West,February,2006,4
Lawrence Park North,February,2006,10
Humewood-Cedarvale,February,2006,9
Oakwood Village,February,2006,9
Briar Hill-Belgravia,February,2006,5
Caledonia-Fairbank,February,2006,9
Keelesdale-Eglinton West,February,2006,9
Rockcliffe-Smythe,February,2006,7
Beechborough-Greenbrook,February,2006,6
Weston,February,2006,9
Lambton Baby Point,February,2006,5
Mount Dennis,February,2006,4
Steeles,February,2006,8
L'Amoreaux,February,2006,6
Tam O'Shanter-Sullivan,February,2006,8
Wexford/Maryvale,February,2006,10
Clairlea-Birchmount,February,2006,8
Oakridge,February,2006,7
Birchcliffe-Cliffside,February,2006,4
Cliffcrest,February,2006,7
Kennedy Park,February,2006,6
Ionview,February,2006,9
Dorset Park,February,2006,7
Bendale,February,2006,7
Agincourt South-Malvern West,February,2006,8
Agincourt North,February,2006,4
Milliken,February,2006,7
Rouge,February,2006,7
Malvern,February,2006,7
Centennial Scarborough,February,2006,8
Highland Creek,February,2006,4
Morningside,February,2006,8
West Humber-Clairville,March,2006,7
Mount Olive-Silverstone-Jamestown,March,2006,7
Thistletown-Beaumond Heights,March,2006,5
Rexdale-Kipling,March,2006,7
Elms-Old Rexdale,March,2006,6
Kingsview Village-The Westway,March,2006,10
Willowridge-Martingrove-Richview,March,2006,5
Humber Heights-Westmount,March,2006,6
Edenbridge-Humber Valley,March,2006,5
Princess-Rosethorn,March,2006,8
Eringate-Centennial-West DeaneMarkland Wood,March,2006,5
Etobicoke West Mall,March,2006,6
Islington-City Centre West,March,2006,7
Kingsway South,March,2006,5
Stonegate-Queensway,March,2006,10
Mimico,March,2006,6
New Toronto,March,2006,8
Long Branch,March,2006,4
Alderwood,March,2006,6
Humber Summit,March,2006,10
Humbermede,March,2006,4
Pelmo Park-Humberlea,March,2006,8
Black Creek,March,2006,8
Glenfield-Jane Heights,March,2006,6
Downsview-Roding-CFB,March,2006,5
York University Heights,March,2006,5
Rustic,March,2006,4
Maple Leaf,March,2006,9
Brookhaven-Amesbury,March,2006,7
Yorkdale-Glen Park,March,2006,7
Englemount-Lawrence,March,2006,6
Clanton Park,March,2006,7
Bathurst Manor,March,2006,5
Westminster-Branson,March,2006,5
Newtonbrook West,March,2006,4
Willowdale West,March,2006,9
Lansing-Westgate,March,2006,4
Bedford Park-Nortown,March,2006,5
St.Andrew-Windfields,March,2006,5
Bridle Path-Sunnybrook-York Mills,March,2006,6
Banbury-Don Mills,March,2006,7
Victoria Village,March,2006,10
Flemingdon Park,March,2006,7
Parkwoods-Donalda,March,2006,10
Pleasant View,March,2006,7
Don Valley Village,March,2006,4
Hillcrest Village,March,2006,4
Bayview Woods-Steeles,March,2006,7
Newtonbrook East,March,2006,9
Willowdale East,March,2006,7
Bayview Village,March,2006,6
Henry Farm,March,2006,10
O'Connor-Parkview,March,2006,4
Thorncliffe Park,March,2006,6
Leaside-Bennington,March,2006,6
Broadview North,March,2006,6
Old East York,March,2006,6
Danforth-East York,March,2006,4
Woodbine-Lumsden,March,2006,10
Taylor-Massey,March,2006,4
East End-Danforth,March,2006,4
The Beaches,March,2006,8
Woodbine Corridor,March,2006,10
Greenwood-Coxwell,March,2006,8
Danforth,March,2006,9
Playter Estates-Danforth,March,2006,6
North Riverdale,March,2006,9
Blake-Jones,March,2006,10
South Riverdale,March,2006,5
Cabbagetown-South St.James Town,March,2006,7
Regent Park,March,2006,4
Moss Park,March,2006,7
North St.James Town,March,2006,7
Church-Yonge Corridor,March,2006,10
Bay Street Corridor,March,2006,10
Waterfront Communities-The Island,March,2006,6
Kensington-Chinatown,March,2006,9
University,March,2006,6
Palmerston-Little Italy,March,2006,9
Trinity-Bellwoods,March,2006,8
Niagara,March,2006,4
Dufferin Grove,March,2006,7
Little Portugal,March,2006,10
South Parkdale,March,2006,8
Roncesvalles,March,2006,4
High Park-Swansea,March,2006,10
High Park North,March,2006,6
Runnymede-Bloor West VillageJunction Area,March,2006,4
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,March,2006,5
Annex,March,2006,4
Casa Loma,March,2006,10
Yonge-St.Clair,March,2006,6
Rosedale-Moore Park,March,2006,10
Mount Pleasant East,March,2006,6
Yonge-Eglinton,March,2006,9
Forest Hill South,March,2006,4
Forest Hill North,March,2006,9
Lawrence Park South,March,2006,9
Mount Pleasant West,March,2006,7
Lawrence Park North,March,2006,6
Humewood-Cedarvale,March,2006,9
Oakwood Village,March,2006,5
Briar Hill-Belgravia,March,2006,7
Caledonia-Fairbank,March,2006,6
Keelesdale-Eglinton West,March,2006,6
Rockcliffe-Smythe,March,2006,5
Beechborough-Greenbrook,March,2006,9
Weston,March,2006,9
Lambton Baby Point,March,2006,4
Mount Dennis,March,2006,5
Steeles,March,2006,6
L'Amoreaux,March,2006,10
Tam O'Shanter-Sullivan,March,2006,10
Wexford/Maryvale,March,2006,10
Clairlea-Birchmount,March,2006,6
Oakridge,March,2006,6
Birchcliffe-Cliffside,March,2006,8
Cliffcrest,March,2006,6
Kennedy Park,March,2006,10
Ionview,March,2006,8
Dorset Park,March,2006,7
Bendale,March,2006,7
Agincourt South-Malvern West,March,2006,5
Agincourt North,March,2006,10
Milliken,March,2006,9
Rouge,March,2006,7
Malvern,March,2006,7
Centennial Scarborough,March,2006,9
Highland Creek,March,2006,4
Morningside,March,2006,9
West Humber-Clairville,April,2006,9
Mount Olive-Silverstone-Jamestown,April,2006,4
Thistletown-Beaumond Heights,April,2006,10
Rexdale-Kipling,April,2006,8
Elms-Old Rexdale,April,2006,7
Kingsview Village-The Westway,April,2006,6
Willowridge-Martingrove-Richview,April,2006,7
Humber Heights-Westmount,April,2006,5
Edenbridge-Humber Valley,April,2006,7
Princess-Rosethorn,April,2006,6
Eringate-Centennial-West DeaneMarkland Wood,April,2006,8
Etobicoke West Mall,April,2006,8
Islington-City Centre West,April,2006,4
Kingsway South,April,2006,7
Stonegate-Queensway,April,2006,10
Mimico,April,2006,5
New Toronto,April,2006,8
Long Branch,April,2006,5
Alderwood,April,2006,10
Humber Summit,April,2006,8
Humbermede,April,2006,7
Pelmo Park-Humberlea,April,2006,7
Black Creek,April,2006,9
Glenfield-Jane Heights,April,2006,4
Downsview-Roding-CFB,April,2006,7
York University Heights,April,2006,4
Rustic,April,2006,4
Maple Leaf,April,2006,8
Brookhaven-Amesbury,April,2006,4
Yorkdale-Glen Park,April,2006,8
Englemount-Lawrence,April,2006,8
Clanton Park,April,2006,10
Bathurst Manor,April,2006,9
Westminster-Branson,April,2006,7
Newtonbrook West,April,2006,5
Willowdale West,April,2006,8
Lansing-Westgate,April,2006,7
Bedford Park-Nortown,April,2006,10
St.Andrew-Windfields,April,2006,5
Bridle Path-Sunnybrook-York Mills,April,2006,6
Banbury-Don Mills,April,2006,10
Victoria Village,April,2006,10
Flemingdon Park,April,2006,9
Parkwoods-Donalda,April,2006,10
Pleasant View,April,2006,5
Don Valley Village,April,2006,9
Hillcrest Village,April,2006,4
Bayview Woods-Steeles,April,2006,10
Newtonbrook East,April,2006,8
Willowdale East,April,2006,9
Bayview Village,April,2006,8
Henry Farm,April,2006,8
O'Connor-Parkview,April,2006,9
Thorncliffe Park,April,2006,8
Leaside-Bennington,April,2006,5
Broadview North,April,2006,6
Old East York,April,2006,7
Danforth-East York,April,2006,5
Woodbine-Lumsden,April,2006,7
Taylor-Massey,April,2006,4
East End-Danforth,April,2006,4
The Beaches,April,2006,4
Woodbine Corridor,April,2006,6
Greenwood-Coxwell,April,2006,5
Danforth,April,2006,5
Playter Estates-Danforth,April,2006,10
North Riverdale,April,2006,10
Blake-Jones,April,2006,7
South Riverdale,April,2006,8
Cabbagetown-South St.James Town,April,2006,10
Regent Park,April,2006,4
Moss Park,April,2006,5
North St.James Town,April,2006,5
Church-Yonge Corridor,April,2006,9
Bay Street Corridor,April,2006,5
Waterfront Communities-The Island,April,2006,5
Kensington-Chinatown,April,2006,5
University,April,2006,8
Palmerston-Little Italy,April,2006,9
Trinity-Bellwoods,April,2006,6
Niagara,April,2006,7
Dufferin Grove,April,2006,9
Little Portugal,April,2006,9
South Parkdale,April,2006,9
Roncesvalles,April,2006,8
High Park-Swansea,April,2006,9
High Park North,April,2006,7
Runnymede-Bloor West VillageJunction Area,April,2006,6
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,April,2006,4
Annex,April,2006,6
Casa Loma,April,2006,8
Yonge-St.Clair,April,2006,7
Rosedale-Moore Park,April,2006,5
Mount Pleasant East,April,2006,10
Yonge-Eglinton,April,2006,5
Forest Hill South,April,2006,5
Forest Hill North,April,2006,7
Lawrence Park South,April,2006,8
Mount Pleasant West,April,2006,10
Lawrence Park North,April,2006,5
Humewood-Cedarvale,April,2006,8
Oakwood Village,April,2006,4
Briar Hill-Belgravia,April,2006,9
Caledonia-Fairbank,April,2006,5
Keelesdale-Eglinton West,April,2006,9
Rockcliffe-Smythe,April,2006,8
Beechborough-Greenbrook,April,2006,4
Weston,April,2006,8
Lambton Baby Point,April,2006,4
Mount Dennis,April,2006,5
Steeles,April,2006,4
L'Amoreaux,April,2006,7
Tam O'Shanter-Sullivan,April,2006,10
Wexford/Maryvale,April,2006,10
Clairlea-Birchmount,April,2006,10
Oakridge,April,2006,6
Birchcliffe-Cliffside,April,2006,4
Cliffcrest,April,2006,7
Kennedy Park,April,2006,4
Ionview,April,2006,5
Dorset Park,April,2006,6
Bendale,April,2006,9
Agincourt South-Malvern West,April,2006,8
Agincourt North,April,2006,9
Milliken,April,2006,6
Rouge,April,2006,7
Malvern,April,2006,8
Centennial Scarborough,April,2006,5
Highland Creek,April,2006,5
Morningside,April,2006,7
West Humber-Clairville,May,2006,10
Mount Olive-Silverstone-Jamestown,May,2006,10
Thistletown-Beaumond Heights,May,2006,10
Rexdale-Kipling,May,2006,5
Elms-Old Rexdale,May,2006,8
Kingsview Village-The Westway,May,2006,5
Willowridge-Martingrove-Richview,May,2006,10
Humber Heights-Westmount,May,2006,10
Edenbridge-Humber Valley,May,2006,7
Princess-Rosethorn,May,2006,5
Eringate-Centennial-West DeaneMarkland Wood,May,2006,5
