neighbourhood,month,year,count 
Palmerston-Little Italy,March,2002,3
Hillcrest Village,March,2002,1
Oakwood Village,March,2002,1
Lawrence Park South,March,2002,3
West Humber-Clairville,March,2002,2
Newtonbrook West,March,2002,1
Bathurst Manor,March,2002,2
Lambton Baby Point,March,2002,4
Parkwoods-Donalda,March,2002,4
Eglinton East,March,2002,1
Guildwood,March,2002,4
Malvern,March,2002,2
Agincourt South-Malvern West,March,2002,1
Willowridge-Martingrove-Richview,March,2002,2
Bayview Woods-Steeles,March,2002,2
Yonge-St.Clair,March,2002,2
Rexdale-Kipling,March,2002,4
Briar Hill-Belgravia,March,2002,3
Willowdale East,March,2002,4
Caledonia-Fairbank,March,2002,1
Waterfront Communities-The Island,March,2002,2
Leaside-Bennington,March,2002,4
Edenbridge-Humber Valley,March,2002,4
Casa Loma,March,2002,2
Yorkdale-Glen Park,March,2002,4
Dufferin Grove,March,2002,4
Wexford/Maryvale,March,2002,1
Englemount-Lawrence,March,2002,2
Bedford Park-Nortown,March,2002,1
Lambton Baby Point,March,2002,4
Humewood-Cedarvale,March,2002,1
Highland Creek,March,2002,2
East End-Danforth,March,2002,2
East End-Danforth,March,2002,2
Ionview,March,2002,3
Thorncliffe Park,March,2002,1
Danforth-East York,March,2002,1
North Riverdale,March,2002,1
Oakridge,March,2002,4
The Beaches,March,2002,4
Wexford/Maryvale,March,2002,4
Wexford/Maryvale,March,2002,3
Kingsway South,March,2002,4
Playter Estates-Danforth,March,2002,1
Malvern,March,2002,3
Elms-Old Rexdale,March,2002,1
Bay Street Corridor,March,2002,2
North Riverdale,March,2002,4
Kingsway South,March,2002,2
Clanton Park,March,2002,3
Oakwood Village,March,2002,3
Trinity-Bellwoods,March,2002,4
Church-Yonge Corridor,March,2002,2
Hillcrest Village,March,2002,1
East End-Danforth,March,2002,3
Newtonbrook West,March,2002,2
Mimico,March,2002,2
Clanton Park,March,2002,3
Mount Pleasant West,March,2002,1
Princess-Rosethorn,March,2002,3
Caledonia-Fairbank,March,2002,3
St.Andrew-Windfields,March,2002,3
Keelesdale-Eglinton West,March,2002,2
Eringate-Centennial-West DeaneMarkland Wood,March,2002,3
Annex,March,2002,1
Waterfront Communities-The Island,March,2002,1
Lambton Baby Point,March,2002,3
East End-Danforth,March,2002,2
High Park-Swansea,March,2002,3
Scarborough Village,April,2002,1
Glenfield-Jane Heights,April,2002,2
Westminster-Branson,April,2002,2
Guildwood,April,2002,3
St.Andrew-Windfields,April,2002,2
Kennedy Park,April,2002,4
High Park North,April,2002,1
New Toronto,April,2002,4
Woburn,April,2002,1
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,April,2002,4
Agincourt North,April,2002,2
Kingsway South,April,2002,3
Little Portugal,April,2002,3
Humber Heights-Westmount,April,2002,3
Thorncliffe Park,April,2002,4
Woodbine Corridor,April,2002,1
Casa Loma,April,2002,1
Mount Olive-Silverstone-Jamestown,April,2002,3
Keelesdale-Eglinton West,April,2002,2
Kensington-Chinatown,April,2002,4
Victoria Village,April,2002,4
Mount Olive-Silverstone-Jamestown,April,2002,3
Humber Heights-Westmount,April,2002,4
Steeles,April,2002,2
Rouge,April,2002,2
Henry Farm,April,2002,4
Bayview Village,April,2002,2
Victoria Village,April,2002,2
Clairlea-Birchmount,April,2002,1
Elms-Old Rexdale,April,2002,3
Willowdale West,April,2002,2
Edenbridge-Humber Valley,April,2002,1
New Toronto,April,2002,4
Milliken,April,2002,2
Willowridge-Martingrove-Richview,April,2002,2
The Beaches,April,2002,1
Mimico,April,2002,3
Don Valley Village,April,2002,4
Pelmo Park-Humberlea,April,2002,2
Broadview North,April,2002,2
Etobicoke West Mall,April,2002,1
Woburn,April,2002,4
Casa Loma,April,2002,2
Annex,April,2002,3
Broadview North,April,2002,2
South Parkdale,April,2002,1
High Park-Swansea,April,2002,2
Agincourt South-Malvern West,April,2002,1
Oakridge,April,2002,1
Agincourt North,April,2002,1
Guildwood,April,2002,2
Tam O'Shanter-Sullivan,April,2002,1
Willowdale West,April,2002,4
Dorset Park,April,2002,1
Hillcrest Village,April,2002,2
Glenfield-Jane Heights,April,2002,2
Milliken,April,2002,2
Forest Hill North,April,2002,1
Woodbine-Lumsden,April,2002,2
Rustic,April,2002,2
Don Valley Village,April,2002,3
Morningside,April,2002,1
Yonge-Eglinton,April,2002,4
Yorkdale-Glen Park,April,2002,3
Casa Loma,April,2002,2
Malvern,April,2002,3
Woodbine-Lumsden,April,2002,2
Mimico,April,2002,3
Alderwood,April,2002,4
Kingsview Village-The Westway,April,2002,4
Woburn,April,2002,1
Woodbine Corridor,April,2002,3
Tam O'Shanter-Sullivan,April,2002,2
Kensington-Chinatown,April,2002,1
Princess-Rosethorn,April,2002,3
Newtonbrook East,April,2002,2
Downsview-Roding-CFB,April,2002,4
Regent Park,April,2002,4
Little Portugal,April,2002,1
Mount Pleasant West,April,2002,3
Pelmo Park-Humberlea,April,2002,2
Glenfield-Jane Heights,April,2002,4
Malvern,April,2002,3
West Humber-Clairville,April,2002,3
Leaside-Bennington,April,2002,3
Roncesvalles,April,2002,2
Black Creek,April,2002,1
Danforth,April,2002,2
Victoria Village,April,2002,3
Runnymede-Bloor West VillageJunction Area,April,2002,2
Greenwood-Coxwell,April,2002,4
Yonge-Eglinton,April,2002,2
Mimico,April,2002,2
Lawrence Park South,April,2002,1
Moss Park,April,2002,3
Etobicoke West Mall,April,2002,4
Willowdale East,April,2002,2
Old East York,April,2002,4
Forest Hill South,April,2002,2
Eringate-Centennial-West DeaneMarkland Wood,April,2002,3
South Riverdale,April,2002,1
West Humber-Clairville,April,2002,3
Weston,April,2002,1
Kingsway South,April,2002,3
Dorset Park,April,2002,1
Humber Heights-Westmount,April,2002,3
Taylor-Massey,April,2002,3
Birchcliffe-Cliffside,April,2002,3
Milliken,April,2002,1
Morningside,April,2002,1
Mount Pleasant East,April,2002,4
Thorncliffe Park,April,2002,1
North Riverdale,April,2002,1
Steeles,April,2002,1
Annex,April,2002,3
Woodbine Corridor,April,2002,1
Brookhaven-Amesbury,April,2002,2
Guildwood,April,2002,4
Little Portugal,April,2002,4
Guildwood,April,2002,3
York University Heights,April,2002,3
Downsview-Roding-CFB,April,2002,2
Birchcliffe-Cliffside,April,2002,3
High Park North,April,2002,3
Eglinton East,April,2002,3
Westminster-Branson,April,2002,4
Forest Hill South,April,2002,3
Blake-Jones,April,2002,3
Eringate-Centennial-West DeaneMarkland Wood,April,2002,3
Englemount-Lawrence,April,2002,4
Mount Olive-Silverstone-Jamestown,April,2002,4
Princess-Rosethorn,April,2002,1
North Riverdale,April,2002,4
Humber Heights-Westmount,April,2002,1
Danforth-East York,April,2002,1
Lawrence Park South,April,2002,4
High Park North,April,2002,3
Elms-Old Rexdale,April,2002,2
University,April,2002,1
Kingsway South,April,2002,4
Black Creek,April,2002,1
Beechborough-Greenbrook,May,2002,4
Woburn,May,2002,4
Pleasant View,May,2002,3
Caledonia-Fairbank,May,2002,4
Princess-Rosethorn,May,2002,3
Rosedale-Moore Park,May,2002,3
Old East York,May,2002,2
Englemount-Lawrence,May,2002,4
Milliken,May,2002,4
Forest Hill North,May,2002,4
New Toronto,May,2002,4
Parkwoods-Donalda,May,2002,3
Playter Estates-Danforth,May,2002,4
O'Connor-Parkview,May,2002,4
Cliffcrest,May,2002,4
Hillcrest Village,May,2002,1
Broadview North,May,2002,3
North St.James Town,May,2002,3
Kingsview Village-The Westway,May,2002,2
Danforth,May,2002,2
Humber Summit,May,2002,2
Forest Hill South,May,2002,1
Leaside-Bennington,May,2002,2
Scarborough Village,May,2002,1
South Riverdale,May,2002,4
Englemount-Lawrence,May,2002,4
Leaside-Bennington,May,2002,2
Pelmo Park-Humberlea,May,2002,2
Taylor-Massey,May,2002,1
Mount Olive-Silverstone-Jamestown,May,2002,2
Moss Park,May,2002,3
Victoria Village,May,2002,1
Forest Hill North,May,2002,1
Newtonbrook West,May,2002,3
Downsview-Roding-CFB,May,2002,3
Waterfront Communities-The Island,May,2002,4
Willowdale West,May,2002,4
Yonge-St.Clair,May,2002,3
Ionview,May,2002,2
Edenbridge-Humber Valley,May,2002,2
Willowdale East,May,2002,3
Humbermede,May,2002,1
Mount Dennis,May,2002,1
Rockcliffe-Smythe,May,2002,2
Leaside-Bennington,May,2002,1
Weston,May,2002,4
Bedford Park-Nortown,May,2002,3
West Hill,May,2002,1
Milliken,May,2002,3
Niagara,May,2002,3
Kennedy Park,May,2002,3
Don Valley Village,May,2002,1
Englemount-Lawrence,May,2002,3
Runnymede-Bloor West VillageJunction Area,May,2002,3
Waterfront Communities-The Island,May,2002,1
Willowdale West,May,2002,4
Brookhaven-Amesbury,May,2002,1
Elms-Old Rexdale,May,2002,3
Steeles,May,2002,2
Glenfield-Jane Heights,May,2002,3
Scarborough Village,May,2002,2
Glenfield-Jane Heights,May,2002,2
Highland Creek,May,2002,4
Bendale,May,2002,1
High Park North,May,2002,2
Mount Pleasant East,May,2002,1
New Toronto,May,2002,1
Woodbine-Lumsden,May,2002,2
University,May,2002,1
Woodbine-Lumsden,May,2002,3
Forest Hill South,May,2002,3
Oakwood Village,May,2002,4
Rockcliffe-Smythe,May,2002,1
New Toronto,May,2002,3
Downsview-Roding-CFB,May,2002,3
L'Amoreaux,May,2002,1
Blake-Jones,May,2002,4
Westminster-Branson,May,2002,1
Maple Leaf,May,2002,3
Bayview Village,May,2002,1
Rockcliffe-Smythe,May,2002,4
Yonge-Eglinton,May,2002,3
South Riverdale,May,2002,4
Forest Hill North,May,2002,1
Keelesdale-Eglinton West,May,2002,3
North St.James Town,May,2002,4
Malvern,May,2002,4
Bendale,May,2002,4
Clairlea-Birchmount,May,2002,1
Cliffcrest,May,2002,4
Westminster-Branson,May,2002,3
Willowridge-Martingrove-Richview,May,2002,1
Milliken,May,2002,2
Brookhaven-Amesbury,May,2002,3
Parkwoods-Donalda,May,2002,1
Dorset Park,May,2002,3
Woburn,May,2002,3
Mimico,May,2002,3
Casa Loma,May,2002,4
Leaside-Bennington,May,2002,3
Scarborough Village,May,2002,4
Blake-Jones,May,2002,3
Scarborough Village,May,2002,3
Alderwood,May,2002,3
North Riverdale,May,2002,4
Flemingdon Park,May,2002,1
High Park-Swansea,May,2002,1
Palmerston-Little Italy,May,2002,3
Eringate-Centennial-West DeaneMarkland Wood,May,2002,3
Maple Leaf,May,2002,1
Islington-City Centre West,May,2002,4
Rexdale-Kipling,May,2002,3
Bathurst Manor,May,2002,4
Wexford/Maryvale,May,2002,1
West Humber-Clairville,May,2002,4
Cliffcrest,May,2002,1
Beechborough-Greenbrook,May,2002,2
Bathurst Manor,May,2002,4
Leaside-Bennington,May,2002,1
Hillcrest Village,May,2002,4
Bendale,May,2002,2
Agincourt South-Malvern West,May,2002,2
Downsview-Roding-CFB,May,2002,3
Keelesdale-Eglinton West,May,2002,4
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,May,2002,3
Little Portugal,May,2002,3
Princess-Rosethorn,May,2002,4
Guildwood,May,2002,4
West Hill,May,2002,2
Agincourt South-Malvern West,May,2002,4
Thistletown-Beaumond Heights,May,2002,4
Agincourt North,May,2002,4
Lawrence Park South,May,2002,3
High Park-Swansea,May,2002,3
Kensington-Chinatown,May,2002,4
Mount Pleasant West,May,2002,4
Playter Estates-Danforth,May,2002,4
Greenwood-Coxwell,May,2002,3
South Riverdale,May,2002,4
Lawrence Park South,May,2002,2
Rockcliffe-Smythe,May,2002,2
Weston,June,2002,4
Weston,June,2002,2
Newtonbrook West,June,2002,1
Danforth-East York,June,2002,3
Mount Olive-Silverstone-Jamestown,June,2002,4
Kingsview Village-The Westway,June,2002,1
Ionview,June,2002,1
Oakwood Village,June,2002,1
Pleasant View,June,2002,3
Cliffcrest,June,2002,2
Mount Pleasant West,June,2002,3
Thistletown-Beaumond Heights,June,2002,1
Steeles,June,2002,1
Little Portugal,June,2002,2
North Riverdale,June,2002,2
Danforth,June,2002,4
Kensington-Chinatown,June,2002,3
Bridle Path-Sunnybrook-York Mills,June,2002,4
Mount Dennis,June,2002,2
Oakwood Village,June,2002,2
Bayview Village,June,2002,3
Dufferin Grove,June,2002,4
Mount Dennis,June,2002,3
Hillcrest Village,June,2002,3
Cliffcrest,June,2002,1
Lawrence Park North,June,2002,1
Yorkdale-Glen Park,June,2002,2
Cabbagetown-South St.James Town,June,2002,4
Wexford/Maryvale,June,2002,1
Long Branch,June,2002,3
North Riverdale,June,2002,4
Keelesdale-Eglinton West,June,2002,2
Woburn,June,2002,3
Rustic,June,2002,3
South Parkdale,June,2002,3
Kennedy Park,June,2002,3
Willowdale East,June,2002,4
Kennedy Park,June,2002,1
Kingsway South,June,2002,2
The Beaches,June,2002,3
Weston-Pellam ParkCorso Italia-DavenportDovercourt-Wallace Emerson-JunctiWychwood,June,2002,2
Oakridge,June,2002,4
New Toronto,June,2002,1
Agincourt North,June,2002,2
Tam O'Shanter-Sullivan,June,2002,3
Oakridge,June,2002,1
Black Creek,June,2002,3
High Park North,June,2002,2
Thistletown-Beaumond Heights,June,2002,2
Dufferin Grove,June,2002,3
Danforth,June,2002,1
Yorkdale-Glen Park,June,2002,4
Banbury-Don Mills,June,2002,4
Stonegate-Queensway,June,2002,4
Kingsway South,June,2002,4
Islington-City Centre West,June,2002,2
Newtonbrook West,June,2002,1
Kensington-Chinatown,June,2002,3
Bathurst Manor,June,2002,1
St.Andrew-Windfields,June,2002,2
Eringate-Centennial-West DeaneMarkland Wood,June,2002,2
Forest Hill North,June,2002,3
Brookhaven-Amesbury,June,2002,4
Birchcliffe-Cliffside,June,2002,3
Alderwood,June,2002,4
Lawrence Park South,June,2002,3
West Humber-Clairville,June,2002,3
Lambton Baby Point,June,2002,4
Victoria Village,June,2002,4
Thorncliffe Park,June,2002,1
Rustic,June,2002,1
Henry Farm,June,2002,1
O'Connor-Parkview,June,2002,4
Flemingdon Park,June,2002,2
Dorset Park,June,2002,2
West Hill,June,2002,3
Islington-City Centre West,June,2002,2
Mount Olive-Silverstone-Jamestown,June,2002,4
Dufferin Grove,June,2002,4
Brookhaven-Amesbury,June,2002,4
Pleasant View,June,2002,1
Playter Estates-Danforth,June,2002,2
Runnymede-Bloor West VillageJunction Area,June,2002,4
Kingsway South,June,2002,3
Kingsway South,June,2002,1
Mount Dennis,June,2002,3
Lambton Baby Point,June,2002,1
Forest Hill South,June,2002,2
Waterfront Communities-The Island,June,2002,1
Long Branch,June,2002,3
South Riverdale,June,2002,4
Westminster-Branson,June,2002,1
Lambton Baby Point,June,2002,2
Victoria Village,June,2002,4
Yonge-St.Clair,June,2002,4
Banbury-Don Mills,June,2002,4
Rockcliffe-Smythe,June,2002,1
Niagara,June,2002,1
Stonegate-Queensway,June,2002,2
Dorset Park,June,2002,3
Briar Hill-Belgravia,June,2002,2
Thorncliffe Park,June,2002,4
Hillcrest Village,June,2002,1
Willowdale West,June,2002,4
Morningside,June,2002,2
O'Connor-Parkview,June,2002,4
Victoria Village,June,2002,2
Kensington-Chinatown,June,2002,3
Lansing-Westgate,June,2002,3
Edenbridge-Humber Valley,June,2002,2
Oakridge,June,2002,2
Maple Leaf,June,2002,2
Westminster-Branson,June,2002,4
Lawrence Park South,June,2002,3
Yonge-Eglinton,June,2002,2
Islington-City Centre West,June,2002,1
Casa Loma,June,2002,3
Taylor-Massey,June,2002,1
Rockcliffe-Smythe,June,2002,1
Bathurst Manor,June,2002,2
Willowdale East,June,2002,4
Dorset Park,June,2002,4
Weston,June,2002,3
Casa Loma,June,2002,2
Scarborough Village,June,2002,2
